"","RBD","NOM_RBD","MRUN","RUT_SOSTENEDOR","COD_REG_RBD","COD_COM_RBD","NOM_COM_RBD","DEPENDENCIA.x","RURAL_RBD","CONVENIO_PIE","LATITUD","LONGITUD","ORI_RELIGIOSA","PAGO_MATRICULA","PAGO_MENSUAL","NOMBRE_ACCESIBILIDAD.x","NECESIDAD_AVION","PROM_LECT","PROM_MAT","MAT_TOTAL","RED_DE_ESCUELAS_LIDERES.x","GRUPO","NUMERO_BENEFICIADOS","MONTO_SEP","Grupo","Matricula_Comuna","Matricula_Grupo","PAGO_MATRICULA_2","PAGO_MENSUAL_2","cluster.x","CodGrupo","cluster.y","NOMBRE_ACCESIBILIDAD.y","RED_DE_ESCUELAS_LIDERES.y","DEPENDENCIA.y","Monto_Escuela","MATRICULA_TOTAL","MONTO_ALUMNO","N_TOTAL_COLEGIOS","idGrupo"
"3035",5009,"COLEGIO PARTICULAR GABRIELA MISTRAL",NA,78254450,8,8102,"CORONEL","Particular Subvencionado","URBANO",1,-37.01172389,-73.15334737,"Laica","GRATUITO","$10.001 A $25.000","Medianamente",0,NA,NA,385,0,"78254450",201,7202016.4275,NA,19307,385,0,17500,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"3036",5010,"ESCUELA METODISTA",NA,65033068,8,8102,"CORONEL","Particular Subvencionado","URBANO",1,-37.00149814,-73.1644866,"Evangélica","GRATUITO","SIN INFORMACION","No Accesible",0,NA,NA,646,0,"65033068",595,10659700.93125,NA,19307,999,0,NA,"2","2-No Accesible-0-Particular Subvencionado","2","No Accesible",0,"Particular Subvencionado",26559162983.09,172417,154040.280152711,277,22
"3037",5012,"COLEGIO PARTICULAR SAN PEDRO",NA,79592110,8,8102,"CORONEL","Particular Subvencionado","URBANO",1,-37.02811134,-73.14113085,"Otro","GRATUITO","GRATUITO","Accesible",0,NA,NA,584,0,"79592110",518,9280210.2225,NA,19307,584,0,0,"2","2-Accesible-0-Particular Subvencionado","2","Accesible",0,"Particular Subvencionado",27179668282.2612,186875,145443.040975311,294,14
"3038",5015,"ESCUELA PARTICULAR SAN MARCOS",NA,76168061,8,8102,"CORONEL","Particular Subvencionado","URBANO",1,-36.98531299,-73.15584513,"Evangélica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,392,0,"76168061",307,11000094.7425,NA,19307,1244,0,0,"2","2-Medianamente-0-Particular Subvencionado","2","Medianamente",0,"Particular Subvencionado",25051218444.5013,174475,143580.561366965,280,18
"3039",5016,"COLEGIO PARTICULAR IGNACIO CARRERA PINTO",NA,76151745,8,8102,"CORONEL","Particular Subvencionado","URBANO",1,-36.9822623,-73.15548561,"Evangélica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,606,0,"76151745",577,20674445.1675,NA,19307,606,0,0,"2","2-No Accesible-0-Particular Subvencionado","2","No Accesible",0,"Particular Subvencionado",26559162983.09,172417,154040.280152711,277,22
"3040",5019,"ESCUELA GENARO RIOS CAMPOS",NA,76164592,8,8102,"CORONEL","Particular Subvencionado","URBANO",1,-37.00582369,-73.145427,"Evangélica","GRATUITO","GRATUITO","Accesible",0,NA,NA,589,0,"76164592",560,20065319.4,NA,19307,589,0,0,"2","2-Accesible-0-Particular Subvencionado","2","Accesible",0,"Particular Subvencionado",27179668282.2612,186875,145443.040975311,294,14
"3041",5020,"COLEGIO ANIBAL ESQUIVEL TAPIA",NA,76133882,8,8102,"CORONEL","Particular Subvencionado","URBANO",1,-37.03058584,-73.14314107,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,613,0,"76133882",511,18309603.9525,NA,19307,613,0,0,"2","2-Medianamente-0-Particular Subvencionado","2","Medianamente",0,"Particular Subvencionado",25051218444.5013,174475,143580.561366965,280,18
"3042",5021,"LICEO TÉCNICO PROFESIONAL DOCTOR RIGOBERTO IGLESIAS BASTÍAS DE LEBU",NA,69160300,8,8201,"LEBU","Municipal","URBANO",1,-37.6056893,-73.65316927,"Laica","GRATUITO","GRATUITO","No Accesible",0,227,221,706,1,"69160300",694,12433331.8425,NA,5411,5165,0,0,"2","2-No Accesible-1-Municipal","2","No Accesible",1,"Municipal",99323331.03,5083,19540.2972712965,10,23
"3043",5024,"LICEO ISIDORA RAMOS DE GAJARDO",NA,69160300,8,8201,"LEBU","Municipal","URBANO",1,-37.61047511,-73.6491906499999,"Laica","GRATUITO","GRATUITO","Accesible",0,288,294,970,1,"69160300",772,13830738.015,NA,5411,5165,0,0,"2","2-Accesible-1-Municipal","2","Accesible",1,"Municipal",121874520.59625,5725,21288.1258683406,8,15
"3044",5025,"ESCUELA PROFESORA REBECA CASTRO ARANEDA",NA,69160300,8,8201,"LEBU","Municipal","URBANO",1,-37.61025766,-73.65547299,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,599,0,"69160300",528,18918729.72,NA,5411,5165,0,0,"2","2-Medianamente-0-Municipal","2","Medianamente",0,"Municipal",4794671239.00625,217202,22074.7103572078,418,17
"3045",5026,"ESCUELA FRESIA GRACIELA MULLER RUIZ",NA,69160300,8,8201,"LEBU","Municipal","URBANO",1,-37.60865322,-73.65748938,"Laica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,1030,1,"69160300",965,34576845.0375,NA,5411,5165,0,0,"1","1-No Accesible-1-Municipal","1","No Accesible",1,"Municipal",99896625.87,3088,32349.9436107513,3,11
"3046",5028,"ESCUELA BOCA LEBU",NA,69160300,8,8201,"LEBU","Municipal","URBANO",1,-37.60282383,-73.65967228,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,142,0,"69160300",140,2508164.925,NA,5411,5165,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"3047",5029,"DOMINGO FAUSTINO SARMIENTO",NA,69160300,8,8201,"LEBU","Municipal","URBANO",1,-37.60669295,-73.6549032,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,526,0,"69160300",456,16338902.94,NA,5411,5165,0,0,"2","2-Medianamente-0-Municipal","2","Medianamente",0,"Municipal",4794671239.00625,217202,22074.7103572078,418,17
"3048",5031,"ESCUELA DR.ARNOLDO EBENSPERGER RICHTER",NA,69160300,8,8201,"LEBU","Municipal","URBANO",1,-37.6171334,-73.65832543,"Laica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,105,1,"69160300",105,1881123.69375,NA,5411,5165,0,0,"3","3-No Accesible-1-Municipal","3","No Accesible",1,"Municipal",17969210.14125,1116,16101.4427788978,7,41
"3049",5033,"ESCUELA ARTURO EBENSPERGER RICHTER",NA,69160300,8,8201,"LEBU","Municipal","URBANO",1,-37.60533526,-73.64348669,"Evangélica","GRATUITO","GRATUITO","Accesible",0,NA,NA,330,0,"69160300",324,5804610.255,NA,5411,5165,0,0,"2","2-Accesible-0-Municipal","2","Accesible",0,"Municipal",4266015740.69125,206556,20653.0710349312,397,13
"3050",5034,"ESCUELA LA FORTUNA",NA,69160300,8,8201,"LEBU","Municipal","URBANO",1,-37.6138309,-73.64731859,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,264,0,"69160300",258,9244379.295,NA,5411,5165,0,0,"2","2-Medianamente-0-Municipal","2","Medianamente",0,"Municipal",4794671239.00625,217202,22074.7103572078,418,17
"3051",5035,"ESCUELA ARMANDO ARANCIBIA OLIVOS",NA,69160300,8,8201,"LEBU","Municipal","RURAL",0,-38.33833077,-73.9234134,"Católica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,72,0,"69160300",70,1254082.4625,NA,5411,5165,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"3052",5036,"ESCUELA RUCA RAQUI",NA,69160300,8,8201,"LEBU","Municipal","RURAL",0,-37.73737978,-73.53712015,"Evangélica","GRATUITO","GRATUITO","Accesible",0,NA,NA,10,0,"69160300",10,179154.6375,NA,5411,5165,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"3053",5038,"ESCUELA PEHUEN",NA,69160300,8,8201,"LEBU","Municipal","RURAL",1,-37.66824416,-73.54072824,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,170,1,"69160300",166,2973966.9825,NA,5411,5165,0,0,"3","3-Medianamente-1-Municipal","3","Medianamente",1,"Municipal",8957731.875,531,16869.5515536723,4,35
"3054",5039,"ESCUELA GUILLERMO RODRIGUEZ  RIOBIO",NA,69160300,8,8201,"LEBU","Municipal","RURAL",1,-37.64612815,-73.61797246,"Laica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,227,0,"69160300",222,3977232.9525,NA,5411,5165,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"3055",5040,"ESCUELA VILLARRICA",NA,69160300,8,8201,"LEBU","Municipal","RURAL",0,-37.488891,-73.57411001,"Otro","GRATUITO","GRATUITO","Accesible",0,NA,NA,11,0,"69160300",11,197070.10125,NA,5411,5165,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"3056",5043,"ESCUELA EDUARDO BARRIOS HUDTWALKER",NA,69160300,8,8201,"LEBU","Municipal","RURAL",0,-37.71931146,-73.56417852,"Otro","GRATUITO","GRATUITO","Medianamente",0,NA,NA,3,0,"69160300",3,53746.39125,NA,5411,5165,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"3057",5046,"ESCUELA PARTICULAR CERRO LA CRUZ",NA,76132149,8,8201,"LEBU","Particular Subvencionado","URBANO",1,-37.61517894,-73.65120662,"Laica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,246,0,"76132149",243,4353457.69125,NA,5411,246,0,0,"3","3-No Accesible-0-Particular Subvencionado","3","No Accesible",0,"Particular Subvencionado",29543797034.1237,114356,258349.339204972,612,40
"3058",5048,"LICEO SAN FELIPE DE ARAUCO",NA,69160100,8,8202,"ARAUCO","Municipal","URBANO",1,-37.2437257,-73.317362,"Laica","GRATUITO","GRATUITO","Accesible",0,249,249,854,0,"69160100",803,14386117.39125,NA,6673,3950,0,0,"2","2-Accesible-0-Municipal","2","Accesible",0,"Municipal",4266015740.69125,206556,20653.0710349312,397,13
"3059",5049,"ESCUELA BASICA VICENTE MILLAN IRIARTE",NA,69160100,8,8202,"ARAUCO","Municipal","URBANO",1,-37.24819687,-73.3221920099999,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,235,0,"69160100",175,3135206.15625,NA,6673,3950,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"3060",5050,"ESCUELA BÁSICA MARE NOSTRUM",NA,69160100,8,8202,"ARAUCO","Municipal","URBANO",1,-37.24549654,-73.3165024,"Laica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,498,0,"69160100",463,16589719.4325,NA,6673,3950,0,0,"2","2-No Accesible-0-Municipal","2","No Accesible",0,"Municipal",4756192501.35875,230084,20671.5482230783,432,21
"3061",5051,"ESCUELA BÁSICA DE CARAMPANGUE",NA,69160100,8,8202,"ARAUCO","Municipal","URBANO",1,-37.25729572,-73.24260412,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,411,0,"69160100",390,13974061.725,NA,6673,3950,0,0,"2","2-Accesible-0-Municipal","2","Accesible",0,"Municipal",4266015740.69125,206556,20653.0710349312,397,13
"3062",5052,"ESCUELA LOS PINOS",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",1,-37.18012197,-73.1930443499999,"Evangélica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,145,0,"69160100",134,2400672.1425,NA,6673,3950,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"3063",5053,"ESCUELA JORGE IVAN VALENZUELA ZUNIGA",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",1,-37.14901078,-73.58343269,"Evangélica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,150,0,"69160100",147,2633573.17125,NA,6673,3950,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"3064",5054,"ESCUELA BASICA SAN PEDRO DE LARAQUETE",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",1,-37.16827565,-73.18035627,"Católica","GRATUITO","GRATUITO","Accesible",0,NA,NA,294,0,"69160100",281,10068490.6275,NA,6673,3950,0,0,"2","2-Accesible-0-Municipal","2","Accesible",0,"Municipal",4266015740.69125,206556,20653.0710349312,397,13
"3065",5055,"ESCUELA VALLE RAMADILLAS",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",1,-37.30621416,-73.26139059,"Evangélica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,152,0,"69160100",149,2669404.09875,NA,6673,3950,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"3066",5056,"ESCUELA BASICA CARLOS SAEZ SAEZ",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",1,-37.23292745,-73.22735711,"Católica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,9,0,"69160100",9,161239.17375,NA,6673,3950,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"3067",5057,"LICEO TÉCNICO PESQUERO FILIDOR GAETE MONSÁLVEZ",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",1,-37.19872987,-73.56493938,"Laica","GRATUITO","GRATUITO","Accesible",0,246,262,153,0,"69160100",149,2669404.09875,NA,6673,3950,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"3068",5059,"ESCUELA HUGO CABRERA AGUIRRE",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",0,-37.31990685,-73.35249001,"Evangélica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,3,0,"69160100",3,53746.39125,NA,6673,3950,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"3069",5060,"ESCUELA ARMANDO WIESSE FUENTE-ALBA",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",0,-37.32429846,-73.39563529,"Evangélica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,6,0,"69160100",6,107492.7825,NA,6673,3950,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"3070",5062,"ESCUELA LOMAS DE ANGUILLAS",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",0,-37.39558703,-73.52762554,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,4,0,"69160100",4,71661.855,NA,6673,3950,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"3071",5064,"ESCUELA FERMIN IBARRA FRITZ",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",0,-37.32289972,-73.47626944,"Evangélica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,6,0,"69160100",6,107492.7825,NA,6673,3950,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"3072",5065,"ESCUELA QUILANTRAL",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",1,-37.29159864,-73.49721574,"Católica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,20,0,"69160100",20,358309.275,NA,6673,3950,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"3073",5066,"ESCUELA BASICA PASO LOS TEMOS",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",0,-37.30911872,-73.52074455,"Católica","GRATUITO","GRATUITO","Accesible",0,NA,NA,5,0,"69160100",5,89577.31875,NA,6673,3950,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"3074",5067,"ESCUELA MAR LOS PINOS",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",0,-37.17489675,-73.60193808,"Evangélica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,10,0,"69160100",10,179154.6375,NA,6673,3950,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"3075",5068,"ESCUELA DUIDICO",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",0,-37.33925977,-73.5873796199999,"Evangélica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,4,0,"69160100",4,71661.855,NA,6673,3950,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"3076",5069,"ESCUELA BASICA ALTO YANI",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",1,-37.35486322,-73.62579855,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,32,0,"69160100",32,573294.84,NA,6673,3950,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"3077",5070,"ESCUELA BASICA VALLE VERDE",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",1,-37.30373253,-73.43931041,"Católica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,48,0,"69160100",48,859942.26,NA,6673,3950,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"3078",5072,"ESCUELA VALLE ARAUCO",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",1,-37.26941031,-73.19873197,"Laica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,87,0,"69160100",76,1361575.245,NA,6673,3950,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"3079",5073,"ESCUELA BASICA BRISAS DEL MAR",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",1,-37.23013157,-73.4457177,"Evangélica","GRATUITO","GRATUITO","Accesible",0,NA,NA,333,0,"69160100",325,5822525.71875,NA,6673,3950,0,0,"2","2-Accesible-0-Municipal","2","Accesible",0,"Municipal",4266015740.69125,206556,20653.0710349312,397,13
"3080",5074,"ESCUELA BASICA CESAR MONSALVE FLORES",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",1,-37.25943826,-73.22125678,"Evangélica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,108,0,"69160100",103,1845292.76625,NA,6673,3950,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"3081",5078,"ESCUELA CERRO COLORADO",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",0,-37.29249904,-73.30453863,"Católica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,4,0,"69160100",4,71661.855,NA,6673,3950,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"3082",5080,"ESCUELA BASICA PEMEREHUE",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",0,-37.26869443,-73.35440348,"Evangélica","GRATUITO","GRATUITO","Accesible",0,NA,NA,6,0,"69160100",6,107492.7825,NA,6673,3950,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"3083",5081,"ESCUELA ALTO RAQUI",NA,69160100,8,8202,"ARAUCO","Municipal","RURAL",0,-37.25014868,-73.50907717,"Evangélica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,1,0,"69160100",1,17915.46375,NA,6673,3950,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"3084",5082,"LICEO SAN FRANCISCO DE ASIS",NA,82354000,8,8202,"ARAUCO","Particular Subvencionado","URBANO",1,-37.24585123,-73.31897495,"Católica","GRATUITO","GRATUITO","No Accesible",0,271,274,1553,0,"82354000",1309,46902684.0975,NA,6673,1553,0,0,"1","1-No Accesible-0-Particular Subvencionado","1","No Accesible",0,"Particular Subvencionado",7364004471.31125,86588,85046.4783955196,66,10
"3085",5083,"COLEGIO ARAUCO",NA,71401900,8,8202,"ARAUCO","Particular Pagado","URBANO",0,-37.248535,-73.30604,"Laica","MAS DE $100.000","MAS DE $100.000","Accesible",0,323,376,324,0,"71401900",0,0,NA,6673,324,1e+05,1e+05,"3","3-Accesible-0-Particular Pagado","3","Accesible",0,"Particular Pagado",17501012500,18401,951090.294005761,68,27
"3086",5084,"LICEO POLIVALENTE MARIANO LATORRE",NA,69160201,8,8205,"CURANILAHUE","Municipal","URBANO",1,-37.47346234,-73.3430724,"Evangélica","$1.000 A $10.000","GRATUITO","Medianamente",0,259,262,1189,1,"69160201",1103,19760756.51625,NA,6350,4621,5000,0,"1","1-Medianamente-1-Municipal","1","Medianamente",1,"Municipal",76173617.9,3669,20761.4112564732,3,7
"3087",5085,"ESCUELA RAMIRO ROA GONZALEZ",NA,69160201,8,8205,"CURANILAHUE","Municipal","URBANO",1,-37.47572422,-73.3454912,"Laica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,1248,0,"69160201",1161,41599706.8275,NA,6350,4621,0,0,"1","1-No Accesible-0-Municipal","1","No Accesible",0,"Municipal",986950121.38375,41615,23716.2110148684,36,9
"3088",5086,"ESCUELA CUATRO DE OCTUBRE",NA,69160201,8,8205,"CURANILAHUE","Municipal","URBANO",1,-37.47957579,-73.3434648199999,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,82,0,"69160201",82,1469068.0275,NA,6350,4621,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"3089",5087,"ESCUELA COLICO SUR",NA,69160201,8,8205,"CURANILAHUE","Municipal","URBANO",1,-37.47300905,-73.3505163,"Evangélica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,400,1,"69160201",380,13615752.45,NA,6350,4621,0,0,"2","2-Medianamente-1-Municipal","2","Medianamente",1,"Municipal",136607202.86375,5478,24937.4229397134,10,19
"3090",5088,"ESCUELA PABLO NERUDA",NA,69160201,8,8205,"CURANILAHUE","Municipal","URBANO",1,-37.47542652,-73.337352,"Evangélica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,845,0,"69160201",809,14493610.17375,NA,6350,4621,0,0,"2","2-No Accesible-0-Municipal","2","No Accesible",0,"Municipal",4756192501.35875,230084,20671.5482230783,432,21
"3091",5090,"ESCUELA BUENA ESPERANZA",NA,69160201,8,8205,"CURANILAHUE","Municipal","URBANO",1,-37.46936332,-73.3643124,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,209,0,"69160201",202,3618923.6775,NA,6350,4621,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"3092",5091,"ESCUELA GABRIELA MISTRAL",NA,69160201,8,8205,"CURANILAHUE","Municipal","URBANO",1,-37.48610325,-73.34516109,"Evangélica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,178,0,"69160201",175,6270412.3125,NA,6350,4621,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"3093",5093,"ESCUELA INDEPENDENCIA",NA,69160201,8,8205,"CURANILAHUE","Municipal","URBANO",1,-37.47760332,-73.33750824,"Otro","GRATUITO","GRATUITO","No Accesible",0,NA,NA,284,0,"69160201",275,4926752.53125,NA,6350,4621,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"3094",5095,"ESCUELA LOS CRUCEROS",NA,69160201,8,8205,"CURANILAHUE","Municipal","RURAL",0,-37.44794351,-72.95724527,"Otro","GRATUITO","GRATUITO","Accesible",0,NA,NA,10,0,"69160201",10,179154.6375,NA,6350,4621,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"3095",5097,"ESCUELA BAJO LOS RIOS",NA,69160201,8,8205,"CURANILAHUE","Municipal","RURAL",0,-37.42672113,-73.0898605,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,20,0,"69160201",20,358309.275,NA,6350,4621,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"3096",5099,"ESCUELA TRONGOL ALTO",NA,69160201,8,8205,"CURANILAHUE","Municipal","RURAL",0,-37.56526273,-73.17657789,"Evangélica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,2,0,"69160201",2,35830.9275,NA,6350,4621,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"3097",5100,"ESCUELA PLEGARIAS",NA,69160201,8,8205,"CURANILAHUE","Municipal","RURAL",1,-37.51769106,-73.3446603799999,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,7,0,"69160201",7,125408.24625,NA,6350,4621,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"3098",5101,"ESCUELA SAN JOSE DE COLICO",NA,69160201,8,8205,"CURANILAHUE","Municipal","RURAL",1,-37.36716319,-73.34035009,"Evangélica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,138,0,"69160201",127,2275263.89625,NA,6350,4621,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
